FDT36, 12.300000190734863, NLow Fat, 0.11144759505987167, NBaking ods, 33.487400054931641, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 436.60873413085938
FDY13, 12.100000381469727, NLow Fat, 0.030250132083892822, NCanned, 75.266998291015625, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 612.5360107421875
FDO38, 17.25, NLow Fat, 0.072952300310134888, NCanned, 76.098602294921875, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 623.18878173828125
FDB50, 13, NLow Fat, 0.15385739505290985, NCanned, 76.398597717285156, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 778.98602294921875
FDO38, 17.25, NLow Fat, 0.073251061141490936, NCanned, 76.49859619140625, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 778.98602294921875
FDY13, 12.100000381469727, NLF, 0.030174246057868004, NCanned, 76.666999816894531, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1531.3399658203125
FDO38, 17.25, NLow Fat, 0.12191764265298843, NCanned, 76.698600769042969, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 1455.35595703125
FDB50, 13, NLow Fat, 0.15393011271953583, NCanned, 76.798599243164062, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2648.552490234375
FDS49, 9, NLow Fat, 0.079345516860485077, NCanned, 77.064399719238281, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 756.00177001953125
FDS49, 9, NLow Fat, 0.079279489815235138, NCanned, 77.264396667480469, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1335.5948486328125
FDB50, 13, NLow Fat, 0.1544874906539917, NCanned, 77.298599243164062, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1246.3775634765625
FDO38, 17.25, NLow Fat, 0.073135770857334137, NCanned, 77.298599243164062, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1012.6818237304688
FDY13, 12.100000381469727, NLow Fat, 0.030188504606485367, NCanned, 77.366996765136719, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 612.5360107421875
FDY13, NULL, NLow Fat, 0.029981512576341629, NCanned, 77.866996765136719, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2597.167236328125
FDU37, 9.5, NRegular, 0.10448844730854034, NCanned, 77.896003723144531, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1997.4000244140625
FDJ14, 10.300000190734863, NRegular, 0.050070475786924362, NCanned, 77.896003723144531, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1278.3360595703125
FDB50, 13, NLow Fat, 0.15424434840679169, NCanned, 77.99859619140625, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1168.47900390625
FDY13, 12.100000381469727, NLow Fat, 0.030121708288788795, NCanned, 78.067001342773438, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2220.443115234375
FDO38, 17.25, NLow Fat, 0.072825275361537933, NCanned, 78.198600769042969, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1416.3721923828125
FDS49, 9, NLow Fat, 0.079506434500217438, NCanned, 78.3644027709961, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1728.416748046875
FDS49, NULL, NLow Fat, 0.1389237642288208, NCanned, 78.464401245117188, NOUT019, 1985, NULL, NULL, NGrocery Store, 564.8018798828125
FDB50, 13, NLow Fat, 0.15358951687812805, NCanned, 78.49859619140625, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1122.530029296875
FDO38, 17.25, NLow Fat, 0.07277844101190567, NCanned, 78.49859619140625, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1421.805908203125
FDJ14, 10.300000190734863, NRegular, 0.050353694707155228, NCanned, 78.695999145507812, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1757.7120361328125
FDU37, 9.5, NRegular, 0.10493392497301102, NCanned, 78.7959976196289, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1198.43994140625
FDB50, NULL, NLow Fat, 0.1528746634721756, NCanned, 78.798599243164062, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 515.44580078125
FDJ14, NULL, NRegular, 0, NCanned, 78.896003723144531, NOUT019, 1985, NULL, NULL, NGrocery Store, 399.48001098632812
FDO38, 17.25, NLow Fat, 0.072986774146556854, NCanned, 78.898597717285156, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1635.87060546875
INSERT [dbo].[outlet] ([Item_Identifier], [Item_Weight], [Item_Fat_Content], [Item_Visi
bility], [Item_Type], [Item_MRP], [Outlet_Identifier], [Outlet_Establishment_Year], [Outlet_Size], [Outlet_Location_Type], [Outlet_Type], [Item_Outlet_Sales] VALUES (NFDO38, NULL, Nlow fat, 0.072486326098442078, NCanned, 78.99859619140625, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2259.059326171875
FDB50, 13, NLow Fat, 0.15349072217941284, NCanned, 79.198600769042969, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1111.9483642578125
FDB50, NULL, NLow Fat, 0.26896628737449646, NCanned, 79.198600769042969, NOUT019, 1985, NULL, NULL, NGrocery Store, 294.45550537109375
FDU37, 9.5, NRegular, 0.10509935021400452, NCanned, 79.2959976196289, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 798.5107421875
FDJ14, 10.300000190734863, Nreg, 0.050148323178291321, NCanned, 79.396003723144531, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 866.84552001953125
FDU37, 9.5, NRegular, 0, NCanned, 79.596000671386719, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1038.64794921875
FDS49, 9, NLow Fat, 0.079668737947940826, NCanned, 79.664398193359375, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1571.2879638671875
FDS49, 9, NLF, 0.079468883574008942, NCanned, 79.664398193359375, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 752.82855224609375
FDB50, 13, NLF, 0.15361855924129486, NCanned, 79.698600769042969, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1480.0733642578125
FDS49, 9, NLow Fat, 0, NCanned, 79.764396667480469, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1649.8524169921875
FDU37, 9.5, NRegular, 0.10472015291452408, NCanned, 79.7959976196289, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 826.28759765625
FDU37, NULL, NRegular, 0.10400211811065674, NCanned, 79.7959976196289, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 4074.696044921875
FDO38, 17.25, Nlow fat, 0.072839051485061646, NCanned, 79.798599243164062, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1445.3521728515625
FDJ14, NULL, NRegular, 0.049828007817268372, NCanned, 79.996002197265625, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1605.4425048828125
FDJ14, 10.300000190734863, NRegular, 0.050028808414936066, NCanned, 80.096000671386719, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 239.68800354003906
FDS49, 9, NLow Fat, 0.079794332385063171, NCanned, 80.164398193359375, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1178.4659423828125
FDU37, 9.5, NRegular, 0.10442123562097549, NCanned, 80.195999145507812, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2157.19189453125
FDS49, NULL, NLow Fat, 0.078961282968521118, NCanned, 80.3644027709961, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1017.7696533203125
FDU37, NULL, NRegular, 0.18298037350177765, NCanned, 80.496002197265625, NOUT019, 1985, NULL, NULL, NGrocery Store, 439.916015625
FDJ14, 10.300000190734863, NRegular, 0.050172019749879837, NCanned, 80.596000671386719, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 896.5499267578125
FDU37, 9.5, Nreg, 0.1046706885099411, NCanned, 80.996002197265625, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 807.93511962890625
FDJ14, 10.300000190734863, NRegular, 0.05006100982427597, NCanned, 81.2959976196289, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 887.5897216796875
FDK14, 6.9800000190734863, NLow Fat, 0.041098017245531082, NCanned, 81.693397521972656, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 818.93402099609375
FDJ14, 10.300000190734863, NRegular, 0.050274442881345749, NCanned, 81.7959976196289, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 901.47369384765625
FDQ13, 11.100000381469727, NLow Fat, 0.010663188993930817, NCanned, 82.390800476074219, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1342.2528076171875
FDK14, 6.9800000190734863, NLow Fat, 0.041273236274719238, NCanned, 82.493400573730469, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 982.7208251953125
FDQ13, 11.100000381469727, NLow Fat, 0.010632752440869808, NCanned, 82.5907974243164, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1510.034423828125
FDK14, 6.9800000190734863, NLF, 0.041071582585573196, NCanned, 82.593399047851562, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1310.29443359375
FDK14, 6.9800000190734863, NLow Fat, 0.041189152747392654, NCanned, 82.893402099609375, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 818.93402099609375
FDQ13, NULL, NLow Fat, 0.018632082268595695, NCanned, 82.990798950195312, NOUT019, 1985, NULL, NULL, NGrocery Store, 503.34478759765625
FDQ13, 11.100000381469727, NLow Fat, 0.010658153332769871, NCanned, 83.0907974243164, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1593.9251708984375
FDW25, 5.1750001907348633, NLow Fat, 0.037391882389783859, NCanned, 83.222396850585938, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1789.67041015625
FDK14, 6.9800000190734863, NLow Fat, 0.041169695556163788, NCanned, 83.293403625488281, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 622.0850830078125
FDG38, 8.9750003814697266, NRegular, 0.052685260772705078, NCanned, 83.322402954101562, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 3579.3408203125
FDK14, 6.9800000190734863, NLow Fat, 0.041338298469781876, NCanned, 83.393402099609375, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 491.36041259765625
FDW25, 5.1750001907348633, NLow Fat, 0.037457097321748734, NCanned, 83.422401428222656, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1448.78076171875
FDK14, 6.9800000190734863, NLow Fat, 0.041105788201093674, NCanned, 83.493400573730469, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1555.974609375
FDQ13, 11.100000381469727, NLow Fat, 0.0107018006965518, NCanned, 83.5907974243164, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1002.0864868164063
FDG38, NULL, NRegular, 0.052473798394203186, NCanned, 83.622398376464844, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3494.118408203125
FDK14, NULL, NLow Fat, 0, NCanned, 83.893402099609375, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 4194.669921875
FDQ13, 11.100000381469727, NLow Fat, 0.010641608387231827, NCanned, 84.0907974243164, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1017.4146118164063
FDW25, 5.1750001907348633, NLow Fat, 0.03755129873752594, NCanned, 84.122398376464844, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 478.86676025390625
FDG38, 8.9750003814697266, NRegular, 0.088257774710655212, NCanned, 84.122398376464844, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 170.44479370117188
FDQ13, 11.100000381469727, NLF, 0.010639595799148083, NCanned, 84.190803527832031, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 755.0172119140625
FDW25, 5.1750001907348633, NLow Fat, 0.03739895299077034, NCanned, 84.222396850585938, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 852.2239990234375
FDQ13, NULL, NLow Fat, 0.010590074583888054, NCanned, 84.690803527832031, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3691.1953125
FDW25, 5.1750001907348633, NLow Fat, 0.037474799901247025, NCanned, 84.722396850585938, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 460.3603515625
FDG38, 8.9750003814697266, NRegular, 0, NCanned, 84.922401428222656, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1278.3360595703125
FDG38, 8.9750003814697266, NRegular, 0.052719168365001678, NCanned, 84.922401428222656, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 830.77459716796875
FDW25, 5.1750001907348633, NLow Fat, 0.0376104973256588, NCanned, 85.02239990234375, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 466.390380859375
FDU49, NULL, NRegular, 0.03054572269320488, NCanned, 85.4540023803711, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2797.57666015625
FDU49, 19.5, NRegular, 0.030742082744836807, NCanned, 85.554000854492188, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1211.7559814453125
FDM02, 12.5, NRegular, 0.073721118271350861, NCanned, 85.619796752929688, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 610.53857421875
FDU49, 19.5, NRegular, 0.030688557773828506, NCanned, 85.753997802734375, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2163.85009765625
FDQ13, 11.100000381469727, NLow Fat, 0.010684956796467304, NCanned, 85.790802001953125, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1009.41455078125
FDM02, 12.5, NRegular, 0.12341737002134323, NCanned, 86.0197982788086, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 87.219802856445312
FDG38, 8.9750003814697266, NRegular, 0.053027398884296417, NCanned, 86.02239990234375, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1278.3360595703125
FDU49, 19.5, NRegular, 0.030819397419691086, NCanned, 86.054000854492188, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2336.9580078125
FDV13, 17.350000381469727, Nreg, 0.027610866352915764, NCanned, 86.085601806640625, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1628.0078125
FDA49, 19.700000762939453, NLF, 0.06528899073600769, NCanned, 86.119796752929688, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1832.284912109375
FDV13, 17.350000381469727, NRegular, 0.027587890625, NCanned, 86.185600280761719, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 703.08477783203125
FDU49, 19.5, NRegular, 0.030756609514355659, NCanned, 86.253997802734375, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2163.85009765625
FDM02, 12.5, NRegular, 0.073849692940711975, NCanned, 86.3198013305664, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1143.7373046875
FDA49, 19.700000762939453, NLow Fat, 0.06518622487783432, NCanned, 86.3198013305664, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1853.5450439453125
FDA49, 19.700000762939453, NLow Fat, 0.10866571962833405, NCanned, 86.4197998046875, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 87.219802856445312
FDZ37, NULL, NRegular, 0.019672773778438568, NCanned, 86.4197998046875, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1918.8355712890625
FDG38, 8.9750003814697266, NRegular, 0.052729140967130661, NCanned, 86.422401428222656, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1022.6688232421875
FDU49, 19.5, NRegular, 0.030867980793118477, NCanned, 86.4540023803711, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1770.1456298828125
FDZ37, 8.1000003814697266, NRegular, 0.019799238070845604, NCanned, 86.5197982788086, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 742.8590087890625
FDZ37, 8.1000003814697266, NRegular, 0.019764764234423637, NCanned, 86.619796752929688, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 757.75
FDA49, 19.700000762939453, NLow Fat, 0.064867734909057617, NCanned, 86.619796752929688, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1791.7305908203125
FDA49, 19.700000762939453, NLow Fat, 0.06505342572927475, NCanned, 86.619796752929688, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1877.051025390625
FDG38, 8.9750003814697266, NRegular, 0.05283607542514801, NCanned, 86.622398376464844, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1619.2255859375
FDG38, 8.9750003814697266, NRegular, 0.052811119705438614, NCanned, 86.622398376464844, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1704.447998046875
FDW25, NULL, NLow Fat, 0.037217848002910614, NCanned, 86.822402954101562, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1448.78076171875
FDW25, 5.1750001907348633, NLF, 0.037367828190326691, NCanned, 86.922401428222656, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 255.66720581054688
FDA49, 19.700000762939453, NLF, 0.065022699534893036, NCanned, 87.0197982788086, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 697.7584228515625
FDM02, 12.5, NRegular, 0.0737350583076477, NCanned, 87.119796752929688, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1657.1761474609375
FDW25, 5.1750001907348633, NLow Fat, 0.062598176300525665, NCanned, 87.122398376464844, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 477.909912109375
FDL38, 13.800000190734863, NRegular, 0.024660201743245125, NCanned, 87.417198181152344, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 178.43440246582031
FDA49, NULL, NLow Fat, 0.064607374370098114, NCanned, 87.4197998046875, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2267.71484375
FDL38, 13.800000190734863, Nreg, 0.014816444367170334, NCanned, 87.517196655273438, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1280.20166015625
FDZ37, 8.1000003814697266, NRegular, 0.019849032163619995, NCanned, 87.719802856445312, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 781.58343505859375
FDM02, 12.5, NRegular, 0.074035421013832092, NCanned, 87.9197998046875, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1133.857421875
FDU49, 19.5, Nreg, 0.030668817460536957, NCanned, 87.9540023803711, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1852.311279296875
FDV13, 17.350000381469727, NRegular, 0.027666863054037094, NCanned, 87.985603332519531, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1618.1431884765625
FDV13, NULL, NRegular, 0.027477160096168518, NCanned, 87.985603332519531, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3251.76708984375
FDZ37, 8.1000003814697266, NRegular, 0.019880322739481926, NCanned, 88.0197982788086, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 769.9971923828125
FDV13, 17.350000381469727, NRegular, 0.02765379473567009, NCanned, 88.085601806640625, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1318.2840576171875
FDM02, 12.5, NRegular, 0.07367369532585144, NCanned, 88.119796752929688, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1156.5723876953125
FDA49, 19.700000762939453, NLow Fat, 0.064921766519546509, NCanned, 88.119796752929688, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1744.39599609375
FDU49, 19.5, NRegular, 0.03069436177611351, NCanned, 88.253997802734375, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1893.04833984375
FDL38, NULL, NRegular, 0.025795770809054375, NCanned, 88.417198181152344, NOUT019, 1985, NULL, NULL, NGrocery Store, 89.217201232910156
FDM02, 12.5, Nreg, 0.073884591460227966, NCanned, 88.4197998046875, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1171.5623779296875
FDL38, 13.800000190734863, NRegular, 0.014793124049901962, NCanned, 88.517196655273438, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2408.864501953125
FDZ37, 8.1000003814697266, NRegular, 0, NCanned, 88.5197982788086, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 261.65939331054688
FDA49, 19.700000762939453, NLow Fat, 0.064909487962722778, NCanned, 88.5197982788086, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1308.2969970703125
FDZ37, 8.1000003814697266, NRegular, 0.019768502563238144, NCanned, 88.619796752929688, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1569.9564208984375
FDM02, 12.5, NRegular, 0.0741521343588829, NCanned, 88.619796752929688, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1395.516845703125
FDZ37, 8.1000003814697266, NRegular, 0.019808594137430191, NCanned, 88.719802856445312, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 790.493408203125
FDH02, 7.2699999809265137, NRegular, 0.020781144499778748, NCanned, 88.7488021850586, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 677.4639892578125
FDH02, 7.2699999809265137, Nreg, 0.02077721431851387, NCanned, 88.848800659179688, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 704.0645751953125
FDV13, 17.350000381469727, NRegular, 0.027767045423388481, NCanned, 88.985603332519531, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1651.97314453125
FDV13, 17.350000381469727, NRegular, 0.027605645358562469, NCanned, 88.985603332519531, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1698.2901611328125
FDA49, NULL, NLow Fat, 0.11366962641477585, NCanned, 89.0197982788086, NOUT019, 1985, NULL, NULL, NGrocery Store, 174.43960571289063
FDH02, 7.2699999809265137, NRegular, 0.020763849839568138, NCanned, 89.048797607421875, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 181.09759521484375
FDL38, NULL, NRegular, 0.014661761932075024, NCanned, 89.117202758789062, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2319.647216796875
FDM02, NULL, NRegular, 0.073377996683120728, NCanned, 89.219802856445312, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1215.8931884765625
FDW37, 19.200000762939453, NLow Fat, 0, NCanned, 89.2488021850586, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1884.9346923828125
FDL38, 13.800000190734863, NRegular, 0.014733107760548592, NCanned, 89.417198181152344, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1320.3343505859375
FDG50, NULL, NLow Fat, 0.026738936081528664, NCanned, 89.6146011352539, NOUT019, 1985, NULL, NULL, NGrocery Store, 3351.464599609375
FDH02, 7.2699999809265137, NRegular, 0.020813452079892159, NCanned, 89.6488037109375, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 690.8515625
FDV13, 17.350000381469727, NRegular, 0.027723342180252075, NCanned, 89.685600280761719, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 2109.25439453125
FDG50, 7.40500020980835, NLow Fat, 0.025561850517988205, NCanned, 89.714599609375, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 182.42919921875
FDG50, 7.40500020980835, NLow Fat, 0.015295536257326603, NCanned, 89.714599609375, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 547.28759765625
FDG50, NULL, NLow Fat, 0.015197837725281715, NCanned, 89.714599609375, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 5903.11572265625
FDL38, 13.800000190734863, NRegular, 0.014756013639271259, NCanned, 89.717201232910156, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1324.76416015625
FDW37, 19.200000762939453, NLow Fat, 0.1243019700050354, NCanned, 89.7488021850586, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2082.622314453125
FDW37, NULL, NLow Fat, 0.1234496682882309, NCanned, 89.7488021850586, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 1901.5247802734375
FDO50, 16.25, Nlow fat, 0, NCanned, 89.880401611328125, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 1102.5648193359375
FDG50, 7.40500020980835, NLow Fat, 0.015302764251828194, NCanned, 89.914596557617188, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 2189.150390625
FDG50, 7.40500020980835, NLow Fat, 0.015271793119609356, NCanned, 89.914596557617188, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1550.648193359375
FDL38, 13.800000190734863, NRegular, 0.014720847830176354, NCanned, 89.917198181152344, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1516.6923828125
FDH02, 7.2699999809265137, NRegular, 0.020865796133875847, NCanned, 90.2488021850586, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 814.939208984375
FDO50, 16.25, NLF, 0, NCanned, 90.280403137207031, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1653.84716796875
FDW37, 19.200000762939453, NLow Fat, 0.12455572187900543, NCanned, 90.348800659179688, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 1890.8197021484375
FDO50, NULL, NLow Fat, 0.13686336576938629, NCanned, 90.380401611328125, NOUT019, 1985, NULL, NULL, NGrocery Store, 660.3695068359375
FDH02, 7.2699999809265137, NRegular, 0.034783374518156052, NCanned, 90.548797607421875, NOUT010, 1998, NMedium, NTier 3, NGrocery Store, 717.53582763671875
FDL38, 13.800000190734863, NRegular, 0.01476298738270998, NCanned, 90.717201232910156, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1338.258056640625
FDL38, 13.800000190734863, Nreg, 0.014730322174727917, NCanned, 90.917198181152344, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 2141.212890625
FDW37, 19.200000762939453, NLow Fat, 0.12475206702947617, NCanned, 90.948799133300781, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 633.84161376953125
FDO50, 16.25, NLow Fat, 0.078327268362045288, NCanned, 90.980400085449219, NOUT045, 2002, NULL, NTier 2, NSupermarket Type1, 1611.4903564453125
FDG50, 7.40500020980835, NLow Fat, 0.015259084291756153, NCanned, 91.014602661132812, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 729.716796875
FDO50, 16.25, NLow Fat, 0.0781036913394928, NCanned, 91.1803970336914, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 1929.4884033203125
FDB14, 20.25, NRegular, 0.10263843834400177, NCanned, 91.211997985839844, NOUT013, 1987, NHigh, NTier 3, NSupermarket Type1, 2013.27685546875
FDB14, NULL, NRegular, 0.10222647339105606, NCanned, 91.311996459960938, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 3075.99609375
FDO50, 16.25, NLow Fat, 0.078153960406780243, NCanned, 91.380401611328125, NOUT035, 2004, NULL, NTier 2, NSupermarket Type1, 1574.02734375
FDO50, 16.25, NLow Fat, 0.07816874235868454, NCanned, 91.380401611328125, NOUT046, 1997, NULL, NULL, NSupermarket Type1, 1653.84716796875
FDW37, 19.200000762939453, NLow Fat, 0.12424325942993164, NCanned, 91.6488037109375, NOUT049, 1999, NMedium, NULL, NSupermarket Type1, 1882.8330078125
FDH02, NULL, NRegular, 0, NCanned, 91.848800659179688, NOUT027, 1985, NMedium, NTier 3, NSupermarket Type3, 2716.464111328125
FDE02, 8.7100000381469727, NLow Fat, 0, NCanned, 91.977798461914062, NOUT018, 2009, NMedium, NTier 3, NSupermarket Type2, 857.20550537109375
FDH02, 7.2699999809265137, NRegular, 0.020898690447211266, NCanned, 92.2488021850586, NOUT017, 2007, NMedium, NTier 2, NSupermarket Type1, 814.939208984375
FDE02, NULL, NLow Fat, 0.21229375898838043, NCanned, 92.277801513671875, NOUT019, 1985, NULL, NULL, NGrocery Store, 469.38900756835938
FDB14, NULL, NRegular, 0, NCanned, 92.311996459960938, NOUT019, 1985, NULL, NULL, NGrocery Store, 372.84799194335938
